max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
25.51719,-32.18819,-0.233910702,1.917028785,1.931167349,-0.661602988,44.53620571,13.21334995,-8.256002549,inner race
29.65207,-41.8331,-0.237827884,1.744434745,1.76050024,-0.462325777,64.12914411,16.84297981,-7.40241307,inner race
24.35413,-18.50401,-0.228954254,1.595095471,1.611377542,0.372335152,21.01773721,15.11385716,-7.037989084,inner race
25.29593,-23.81058,-0.2184077,1.887255253,1.899773013,-0.025509404,34.24829348,13.31523809,-8.698287732,inner race
39.31665,-42.97734,-0.229513379,1.974698999,1.987910354,-0.048985183,70.36903697,19.77787877,-8.661413815,inner race
31.87606,-30.70944,-0.238542478,1.885317258,1.900270369,0.37971697,48.33351533,16.77448669,-7.966171827,inner race
39.22412,-45.97387,-0.226872726,1.907411441,1.920777565,-0.481291435,79.20877998,20.42095905,-8.466322077,inner race
19.60332,-20.34458,-0.235938126,1.541120457,1.559012874,-0.029363582,21.6410078,12.57418738,-6.60771915,inner race
39.31665,-24.23158,-0.224575539,1.818931351,1.83266738,-0.312969092,29.770893,21.45323829,-8.160583228,inner race
32.89919,-27.85515,-0.2323436,1.739785131,1.755159142,0.17046343,39.15329249,18.74427749,-7.554153157,inner race
25.86409,-36.9661,-0.224454797,1.901831959,1.914952569,-0.405951987,42.52965768,13.50638675,-8.531573372,inner race
26.09361,-26.75532,-0.230864954,1.664438231,1.680304255,0.065713485,35.03829881,15.52909833,-7.27829939,inner race
13.37988,-16.00915,-0.21948758,1.608794821,1.623377226,-0.338117616,18.19703483,8.242003022,-7.396214516,inner race
18.99562,-17.24164,-0.223210381,1.753468022,1.767545405,0.269482873,20.99771973,10.74689224,-7.918741936,inner race
17.81211,-17.1759,-0.233480439,1.680818767,1.696888156,0.618006357,19.70354894,10.49692635,-7.267795817,inner race
20.01948,-23.09632,-0.22365214,1.825014013,1.838591545,0.580671896,24.60971636,10.88848693,-8.220764387,inner race
21.19466,-20.30498,-0.218792346,1.761420233,1.774883878,0.614972195,23.28310775,11.94143474,-8.112184497,inner race
21.21081,-20.32775,-0.220509809,1.817038554,1.830294661,0.378948978,25.3902009,11.58874057,-8.300286802,inner race
27.49819,-17.39579,-0.209864024,1.71004124,1.722800123,0.718129152,27.05039225,15.96133505,-8.209125562,inner race
22.01659,-16.67724,-0.231022305,1.780953464,1.795801278,0.698044476,24.14168253,12.26003693,-7.773280935,inner race
19.37918,-21.27449,-0.231206798,1.80764102,1.822292607,0.541940009,25.58314264,10.63450509,-7.881656676,inner race
27.49819,-18.17629,-0.226874772,1.700633184,1.71562944,0.583412249,25.43914612,16.02804741,-7.562010629,inner race
24.39562,-22.70505,-0.227581266,1.808985873,1.823170431,0.937776693,29.8085624,13.38087739,-8.011074301,inner race
20.25754,-18.89241,-0.220160966,1.725199656,1.739119512,0.416061434,23.18786305,11.64815866,-7.899309067,inner race
26.94283,-17.16327,-0.219257014,1.760532484,1.774060308,1.169781247,29.37082562,15.18709927,-8.091236291,inner race
17.14495,-16.16294,-0.207452057,1.92010742,1.930897366,0.272116509,20.34293806,8.879265311,-9.307680041,inner race
19.83259,-17.36663,-0.222917995,1.811345211,1.82493575,0.847136076,24.34254829,10.8675552,-8.186578881,inner race
19.53393,-26.5883,-0.218426578,1.800273989,1.81340192,0.574786434,28.36393871,10.77198044,-8.302112032,inner race
19.75016,-20.05769,-0.219478167,1.82801096,1.841063895,0.87617048,25.5336898,10.72757988,-8.388369181,inner race
22.93193,-24.28926,-0.21931361,1.808559951,1.821734059,0.971604301,30.02155436,12.58796798,-8.306525334,inner race
19.00524,-25.6082,-0.209659894,1.805030911,1.817091729,0.560975366,27.68417244,10.45915278,-8.666854195,inner race
18.40333,-17.79022,-0.227069123,1.802960108,1.817128132,0.947295187,25.84843957,10.12770078,-8.002532905,inner race
20.95763,-24.78907,-0.221971614,1.781745478,1.795445292,0.813491899,30.00891799,11.67266421,-8.088625663,inner race
18.43196,-20.32389,-0.22360473,1.896304716,1.909364027,0.954036564,25.22745736,9.653455152,-8.539014459,inner race
22.93193,-22.32388,-0.224107025,1.790280359,1.804178658,1.122379208,29.97000153,12.71045409,-8.050522535,inner race
20.95988,-20.2158,-0.224287544,1.80540848,1.819212208,0.763694317,28.90316493,11.52140465,-8.111071063,inner race
22.30154,-18.97875,-0.221804088,1.820351858,1.83373984,1.0011324,27.10121902,12.16177972,-8.267385233,inner race
22.97628,-23.66124,-0.231566479,1.816762654,1.831385957,0.892780142,29.37014229,12.54584262,-7.908683351,inner race
20.46073,-16.11737,-0.218263356,2.21878126,2.229046275,1.125708664,21.16922293,9.179140978,-10.21264548,inner race
20.72775,-17.49451,-0.219359198,1.697989451,1.712029897,1.065349594,29.82373544,12.10711918,-7.804687064,inner race
21.58543,-17.05103,-0.215010636,1.67087028,1.684578409,1.127430438,28.22119022,12.8135502,-7.834860806,inner race
21.22218,-15.46148,-0.219566926,1.778876176,1.792301979,1.423585313,31.42990417,11.84073903,-8.16289598,inner race
21.43051,-15.88683,-0.223136537,1.683233662,1.697889681,1.147534179,27.96546347,12.62185066,-7.609196157,inner race
20.70707,-20.24982,-0.21691805,1.730934898,1.7444023,1.163528272,31.45654708,11.87058169,-8.041757251,inner race
20.93955,-15.31539,-0.210286917,1.72911035,1.741778987,1.386241042,28.79696596,12.02193284,-8.282869006,inner race
20.13522,-16.01296,-0.221123521,1.674744709,1.689210383,1.118954956,27.87596697,11.91990068,-7.639216184,inner race
21.25775,-18.93827,-0.224492769,1.769156745,1.783269964,1.449220621,32.26056657,11.92065724,-7.943551919,inner race
21.58543,-14.9627,-0.219549632,1.671631604,1.685918563,1.315015947,29.89921677,12.80336458,-7.678986043,inner race
22.7577,-20.63412,-0.21908193,1.775729671,1.789119892,1.348624456,31.48062548,12.72005309,-8.166442064,inner race
21.5675,-14.83994,-0.210187677,1.737131037,1.749729016,1.22421623,28.08278381,12.3261944,-8.324603228,inner race
23.05896,-17.58812,-0.217742244,1.836594696,1.849381159,1.510860502,31.58699299,12.46847351,-8.493442172,inner race
15.26267,-12.208,-0.227720536,1.502340587,1.519202178,1.106047755,25.03540713,10.0465035,-6.671344637,inner race
22.88264,-19.83594,-0.214474776,1.904703313,1.916661633,1.010481947,32.89069723,11.93880005,-8.936536358,inner race
23.72603,-22.69226,-0.214020583,2.052434114,2.06347754,0.841683563,34.70535105,11.49808008,-9.641491092,inner race
21.99797,-20.838,-0.210144401,2.016654433,2.027490287,1.284384453,33.43548203,10.84985223,-9.648081422,inner race
27.38168,-20.09009,-0.199627772,1.894707344,1.905116272,1.102065635,36.21913195,14.37270806,-9.543342866,inner race
23.77163,-20.58817,-0.220017129,2.143804984,2.154976649,1.092892379,34.23929614,11.03103832,-9.794585813,inner race
22.32431,-20.87486,-0.208467033,1.863214788,1.8747636,0.995785998,34.17732482,11.9078,-8.993093892,inner race
22.68901,-24.31645,-0.211400889,2.059276323,2.070013508,1.176770629,35.47521081,10.96080287,-9.791886502,inner race
24.52143,-20.37775,-0.212743616,2.068394877,2.079221174,1.241873296,34.32493428,11.79356497,-9.773365783,inner race
27.38168,-18.41139,-0.206865475,1.953853389,1.964692918,0.938899871,31.99432889,13.9368752,-9.497442313,inner race
22.91833,-20.82365,-0.202323821,2.095177682,2.104836962,1.376133322,34.46571672,10.88841103,-10.40330766,inner race
23.69063,-21.9557,-0.206994009,2.038965957,2.049361424,1.116240375,30.51637356,11.56000583,-9.90058328,inner race
23.78819,-21.07313,-0.214261081,2.118957047,2.129674297,1.411563553,34.68431443,11.16987233,-9.939622658,inner race
13.87552,-14.26398,-0.215857556,1.5029161,1.518038855,0.927354124,23.6942542,9.1404248,-7.032595398,inner race
5.151977,-5.547584,-0.189900045,0.971558067,0.98990325,0.076669197,1.47953773,5.204525795,-5.212759425,outer race
5.741868,-5.643458,-0.190716044,0.967307218,0.985889391,0.09641153,1.798526656,5.824048878,-5.169409816,outer race
5.941406,-5.471866,-0.189884008,0.972166999,0.99049778,0.111842683,1.603084165,5.998404159,-5.216330704,outer race
5.677471,-5.783375,-0.187067686,0.962351734,0.980325458,0.11104355,1.754844601,5.791414427,-5.240485283,outer race
5.515453,-5.811321,-0.193254811,0.986674902,1.005382344,0.078250139,1.628935496,5.48592586,-5.202366454,outer race
5.371365,-5.54255,-0.182630414,0.984386528,1.001144322,0.146961478,1.446324152,5.365225455,-5.481805042,outer race
6.335486,-5.499972,-0.184575857,0.970426738,0.987784301,0.161528578,1.717804875,6.413835487,-5.351644118,outer race
5.776619,-5.72128,-0.185484519,0.973386835,0.990861989,0.096984591,1.567855427,5.829892624,-5.34201989,outer race
6.335486,-5.25382,-0.189697645,0.974531084,0.992782397,0.096992418,1.484602,6.381545459,-5.2334988,outer race
4.734171,-5.570411,-0.17709747,0.964798494,0.980878218,0.053119359,1.256304458,4.826461548,-5.538634845,outer race
5.244431,-5.381652,-0.183979622,0.966963801,0.984271089,0.072579974,1.553309857,5.328238389,-5.349891886,outer race
5.312396,-6.150702,-0.183017228,0.988622632,1.005379812,0.131965758,1.577427418,5.283969239,-5.49336159,outer race
3.973477,-4.109579,-0.195741893,0.912931476,0.933500532,0.075534538,0.900282719,4.256534264,-4.769038023,outer race
5.860458,-5.746666,-0.190301158,0.966277847,0.984799269,0.022693649,2.183056873,5.950916276,-5.174951541,outer race
5.478843,-5.792592,-0.191232069,0.978001711,0.996482486,0.072509222,2.504823401,5.498182937,-5.210854495,outer race
5.210909,-6.006983,-0.185714619,0.976746717,0.994205495,0.070275848,2.050026506,5.24127962,-5.353404591,outer race
5.931598,-5.71333,-0.184203312,0.971244621,0.988518267,0.115925901,2.244337038,6.000494072,-5.366452179,outer race
5.965746,-5.316407,-0.189099045,0.978699169,0.996760097,0.02273323,1.984936577,5.985137261,-5.271100649,outer race
5.220459,-5.439699,-0.187975265,0.985065118,1.002799643,0.0281,1.912539094,5.205884383,-5.334742529,outer race
5.499345,-6.349133,-0.194455862,0.979205656,0.998286981,-0.019045337,2.298082917,5.50878165,-5.133745881,outer race
5.616004,-5.872777,-0.188956369,0.965260242,0.983541661,0.022410281,2.232726013,5.709980798,-5.205125736,outer race
5.965746,-5.723765,-0.186922384,0.99014466,1.007593532,0.069328148,2.030854138,5.920786317,-5.390438056,outer race
5.457456,-5.543609,-0.191438993,0.970716979,0.989374457,0.03150701,1.967456588,5.516067208,-5.168092686,outer race
4.966147,-5.162019,-0.185394982,0.964980777,0.982589233,0.011836191,1.745682165,5.054143517,-5.299977497,outer race
5.327482,-5.311583,-0.188026583,0.978670187,0.996528733,0.021817319,2.044025998,5.346039532,-5.299935333,outer race
4.409126,-4.849624,-0.193004319,0.957859181,0.976921449,-0.033674635,1.405583597,4.513286105,-5.061655894,outer race
4.253015,-4.259008,-0.180821237,0.821977848,0.84159824,-0.025161757,1.336409472,5.053497973,-4.65431082,outer race
4.914611,-3.899691,-0.183342512,0.820377506,0.84058173,0.007712714,1.439234766,5.846678348,-4.584761711,outer race
4.454092,-4.580287,-0.176088979,0.820354012,0.839006527,-0.081859716,1.667176661,5.308769189,-4.764673711,outer race
3.924549,-3.965404,-0.182502696,0.82875314,0.848576317,0.019167219,1.218998716,4.624862753,-4.649664553,outer race
4.412043,-4.362155,-0.187339546,0.834065938,0.854812331,0.020736094,1.335216104,5.16141712,-4.562903832,outer race
4.159799,-4.41427,-0.180886311,0.820652465,0.840317918,-0.025595462,1.425132295,4.950268123,-4.64555838,outer race
4.770547,-4.230286,-0.183486765,0.811129307,0.831590835,-0.032946662,1.43371275,5.736651725,-4.532157037,outer race
4.234409,-4.078359,-0.183727351,0.827126872,0.847252968,0.021226824,1.4925355,4.997809582,-4.611468902,outer race
4.914611,-3.8025,-0.186487881,0.822078825,0.842932386,0.005805069,1.374628108,5.830373923,-4.520038417,outer race
4.238137,-4.097654,-0.184455337,0.821012294,0.841444464,-0.042845994,1.343098641,5.036740011,-4.5617789,outer race
4.928393,-3.839553,-0.182291367,0.828822957,0.848599076,0.018513254,1.433195851,5.80768132,-4.655179724,outer race
4.763902,-3.931489,-0.184285452,0.825672463,0.845954687,-0.058836327,1.301346986,5.631391461,-4.59045832,outer race
3.745229,-4.305327,-0.166407371,0.855975537,0.871831732,-0.02414098,1.385790051,4.295816342,-5.239141322,outer race
4.068933,-4.411513,-0.181533196,0.833841241,0.853339074,-0.056804728,1.128907737,4.768248783,-4.700732934,outer race
3.660983,-4.125342,-0.170958508,0.821915107,0.839473025,-0.022740488,0.927403772,4.361049006,-4.910390454,outer race
3.62142,-4.288123,-0.180217864,0.825800987,0.845203478,-0.06458998,1.171259423,4.284672381,-4.689898428,outer race
4.301118,-4.210474,-0.180928858,0.834235747,0.853596238,-0.038979897,1.140744755,5.038820237,-4.717855666,outer race
5.031356,-3.958549,-0.181412335,0.842003232,0.861290194,-0.045787955,1.025461687,5.841650163,-4.747693667,outer race
4.552944,-3.9102,-0.178488267,0.833675306,0.852534257,-0.007823977,0.907577229,5.340482171,-4.776416245,outer race
3.697802,-4.039497,-0.187292705,0.832496417,0.853270817,-0.078719156,0.894355994,4.333679209,-4.555814477,outer race
4.186576,-4.733507,-0.180550517,0.84317439,0.862254194,-0.036693758,1.03503265,4.855384906,-4.775694953,outer race
5.031356,-4.290203,-0.181960453,0.829528094,0.84921677,-0.026270241,0.858114599,5.924701655,-4.667040308,outer race
4.120408,-5.204597,-0.176713476,0.838122059,0.856514857,-0.033616993,1.149278144,4.810667281,-4.846913077,outer race
4.395233,-4.086555,-0.178670227,0.830509905,0.849477648,-0.032579641,1.189445178,5.174041969,-4.754444332,outer race
3.73232,-4.172166,-0.178483168,0.845487428,0.864086605,-0.055541269,1.086896295,4.31938185,-4.841277835,outer race
3.237295,-3.451921,-0.187152445,0.838207475,0.858682108,0.064802448,1.014545714,3.770073897,-4.588142606,outer race
10.14079,-6.902167,-0.180387459,0.968374877,0.984993093,0.302174581,9.972510018,10.29529047,-5.460430008,outer race
10.82677,-7.089461,-0.175277898,0.944381444,0.96047089,0.114663346,7.132037103,11.2723562,-5.47970339,outer race
12.28236,-6.896544,-0.169709992,0.969064902,0.983773353,0.414447741,10.30260132,12.48494886,-5.796791004,outer race
10.07892,-7.032301,-0.172858922,0.922670852,0.938685658,0.194652169,8.873802776,10.73726855,-5.430357018,outer race
11.08663,-6.636584,-0.16898072,1.003157167,1.017248704,0.310882563,8.655039026,10.89864254,-6.019909876,outer race
10.6635,-7.712712,-0.169153215,0.950063434,0.964965346,0.270942826,8.310345215,11.0506559,-5.70468228,outer race
10.12511,-6.962651,-0.160865973,1.024960778,1.03746562,0.509745268,10.21397451,9.759465573,-6.449254629,outer race
6.890194,-6.852403,-0.177476978,0.905125565,0.922324289,0.260340897,5.296859769,7.470467904,-5.196867227,outer race
12.28236,-7.522145,-0.171848947,1.015622609,1.030017178,0.298017162,10.41553296,11.92442249,-5.993735741,outer race
9.546324,-8.15454,-0.171608711,0.976960909,0.991878335,0.251810078,8.737663405,9.624490896,-5.779883376,outer race
9.01208,-6.737565,-0.171973798,1.011283511,1.025760256,0.219141877,7.595296638,8.78575666,-5.964631048,outer race
10.81047,-6.433538,-0.171830732,0.975341388,0.990321842,0.464438046,9.683519288,10.91611792,-5.763356928,outer race
3.452363,-3.563805,-0.168830874,0.823007454,0.839983602,0.070810435,1.158603057,4.110036185,-4.975296186,outer race
3.708878,-4.11028,-0.128141919,0.877126771,0.886401496,0.019392202,0.034796688,4.18419646,-6.917342148,healthy
3.589979,-3.727669,-0.132407605,0.883776859,0.893604063,0.008805094,0.105842909,4.017415709,-6.748887743,healthy
3.199061,-4.038106,-0.143711766,0.899858743,0.911225192,-0.003318375,-0.022658743,3.51072493,-6.340644303,healthy
3.136893,-3.52199,-0.147076397,0.861127908,0.873562216,-0.020283377,-0.023494191,3.590921107,-5.939513285,healthy
3.200882,-3.673018,-0.12463871,0.858071154,0.867040689,-0.015802543,0.068997584,3.691732167,-6.956431836,healthy
3.235745,-3.632028,-0.129753896,0.857883882,0.867605612,0.024112094,0.045307184,3.729511375,-6.6865477,healthy
3.085442,-4.0005,-0.135487035,0.880704655,0.891029062,0.028218676,0.079395087,3.462784923,-6.576489499,healthy
3.021501,-3.452991,-0.147964179,0.891513609,0.903672331,-6.36E-05,-0.002069292,3.343580297,-6.107372311,healthy
3.331385,-3.3257,-0.14400274,0.898957373,0.910381131,0.052394181,0.015322271,3.659330019,-6.321970895,healthy
3.333231,-4.649901,-0.128708744,0.900935278,0.910045425,0.014515283,0.005963421,3.662708374,-7.070579635,healthy
3.202556,-3.986521,-0.146420362,0.875399587,0.887524365,-0.008020325,0.036692934,3.608414738,-6.061481849,healthy
3.164851,-4.060306,-0.135745519,0.876286979,0.886702727,-0.014102959,0.046772432,3.569235667,-6.532095765,healthy
3.189598,-3.628816,-0.129461336,0.860330439,0.869981046,0.034938909,0.002125124,3.66628447,-6.72000671,healthy
3.373631,-3.485282,-0.146564446,0.867011955,0.879277103,0.013654196,0.031682587,3.83682344,-5.999252407,healthy
3.287712,-3.431973,-0.147046562,0.881676922,0.893818833,0.040068596,-0.006492102,3.678275594,-6.078474867,healthy
3.417538,-3.308644,-0.130798387,0.862853384,0.872675276,0.035312423,0.014224785,3.916162281,-6.671911627,healthy
3.395462,-3.607392,-0.143132904,0.879481594,0.891016523,0.030688269,-0.052064289,3.810773327,-6.225099166,healthy
2.830318,-3.370875,-0.142700892,0.903349104,0.914513612,-0.034241337,-0.085147997,3.094888872,-6.408604719,healthy
3.119726,-3.393985,-0.129039303,0.873493245,0.882937148,-0.051851333,-0.012949856,3.53335003,-6.842389305,healthy
3.227808,-4.332289,-0.13969517,0.872021696,0.883104303,-0.026619651,0.103117301,3.655069948,-6.321652373,healthy
3.132241,-3.823408,-0.130686304,0.878615487,0.888245323,-0.004931047,-0.037314182,3.526324226,-6.796774398,healthy
3.132721,-3.478932,-0.136430117,0.889119889,0.899489564,0.011232196,-0.0362714,3.48277637,-6.593042514,healthy
2.956933,-3.533889,-0.130281155,0.864599526,0.87432444,-0.041402129,-0.020479479,3.381963108,-6.71105838,healthy
3.070761,-3.559522,-0.148767996,0.880846521,0.893284866,0.015702124,0.013020463,3.437605534,-6.004549986,healthy
3.637024,-3.376929,-0.135951841,0.886837306,0.89716095,0.031097058,0.089201109,4.053925888,-6.599108498,healthy
3.223673,-3.487029,-0.1371728,0.890587881,0.901053303,0.040934013,0.053376957,3.577671808,-6.568746169,healthy
3.339015,-3.307328,-0.142616757,0.858248609,0.869982087,0.014916343,0.030090869,3.8380273,-6.100139336,healthy
3.552102,-3.187026,-0.139330133,0.848162728,0.859495754,0.04642003,0.079338425,4.132774344,-6.168771523,healthy
3.23065,-3.377286,-0.137442011,0.85739542,0.86830637,0.030988627,-0.008761612,3.720633767,-6.317619777,healthy
2.921603,-3.685521,-0.131820895,0.873059863,0.882919449,-0.016988802,-0.034570022,3.309025533,-6.69787176,healthy
3.55839,-3.668367,-0.133968537,0.89307653,0.903031999,0.008432152,-0.054625498,3.940491591,-6.740627469,healthy
3.421119,-3.369853,-0.140048431,0.877833364,0.888898623,0.028070168,0.033832747,3.848716726,-6.347080214,healthy
3.136856,-3.921534,-0.137648957,0.893843108,0.904342943,-0.039046198,0.046635492,3.468657577,-6.569922244,healthy
3.556495,-3.491164,-0.138537578,0.895543803,0.906159219,0.006504596,0.046878752,3.924801431,-6.540891145,healthy
3.082082,-4.012436,-0.134425688,0.871632285,0.881901238,0.008187871,-0.020706576,3.49481537,-6.560511267,healthy
3.590274,-3.490499,-0.146759992,0.870815315,0.883059803,0.019043856,0.031189455,4.065720112,-6.017033599,healthy
2.950337,-3.565638,-0.137720856,0.861004235,0.871913728,0.00587435,-0.031409594,3.383748766,-6.331021707,healthy
3.237541,-3.568124,-0.152555113,0.900747344,0.913537754,0.009828627,0.011584358,3.543959718,-5.988247365,healthy
3.495175,-3.250413,-0.135548083,0.879495263,0.8898431,0.001271185,0.006429269,3.927855373,-6.564778207,healthy
3.346189,-3.86489,-0.129616604,0.892217516,0.901546572,-0.024615123,0.049188002,3.711609698,-6.955486734,healthy
3.3249,-3.382061,-0.136723685,0.891294064,0.901683023,0.012502861,-0.111736558,3.687437731,-6.594929222,healthy
2.939754,-3.415582,-0.133221762,0.862237975,0.872433613,0.034167281,0.023043842,3.369601948,-6.548731994,healthy
3.206113,-3.957971,-0.147431066,0.884903735,0.897064817,-0.005652546,0.044321138,3.574003729,-6.084639019,healthy
3.316446,-3.541814,-0.140149247,0.89012282,0.901051841,0.014652812,0.002075642,3.680638394,-6.429230676,healthy
3.522753,-3.487091,-0.132729299,0.883637126,0.893513609,0.018024772,0.021386986,3.942584606,-6.731849054,healthy
3.152521,-3.413071,-0.137514386,0.872630243,0.883392399,0.006252643,-0.041025161,3.568653075,-6.423999872,healthy
3.03142,-4.185948,-0.130247344,0.893633129,0.9030382,-0.047800747,0.024717674,3.356912253,-6.933256172,healthy
3.072275,-3.636064,-0.129041039,0.895514253,0.904726775,-0.015081708,-0.011921987,3.395804219,-7.011155358,healthy
3.631315,-3.529939,-0.144749654,0.896344442,0.907912418,0.035178027,-0.014199322,3.999631381,-6.272294228,healthy
3.328149,-3.260775,-0.117171057,0.874545068,0.882323295,-0.003936761,0.026426069,3.772028936,-7.530215354,healthy
3.072263,-4.139088,-0.117350903,0.857426946,0.865384849,-0.010564272,0.13241451,3.550169618,-7.374334825,healthy
3.403744,-3.476175,-0.11561399,0.854742855,0.862491194,-0.006041729,0.042189925,3.946410145,-7.460093692,healthy
2.931546,-3.147192,-0.117784046,0.834986322,0.843218322,0.018447365,-0.002413975,3.476615631,-7.159019822,healthy
3.236434,-3.886007,-0.120969064,0.85248027,0.86098523,-0.02760101,0.107045205,3.758988991,-7.117400094,healthy
3.436465,-3.513942,-0.122991146,0.855257994,0.864020893,0.02116429,-0.096997188,3.97729387,-7.025065791,healthy
3.545568,-3.414622,-0.117044263,0.851564398,0.859535254,0.044769563,0.052265115,4.124982638,-7.34367696,healthy
3.609533,-3.271025,-0.121567364,0.852748808,0.861335333,0.025825257,-0.011865465,4.190624559,-7.085251352,healthy
2.943691,-3.440612,-0.110064869,0.87163409,0.87851975,0.02250387,-0.030421581,3.350739697,-7.981836168,healthy
3.411262,-3.203565,-0.117873657,0.858910329,0.866925415,0.03485699,-0.013391932,3.934896751,-7.354700224,healthy
2.909863,-3.384903,-0.125742544,0.84666085,0.855912405,-0.027774563,-0.000527967,3.399720558,-6.806864087,healthy
3.521756,-3.548176,-0.133785133,0.840282991,0.850832021,-0.009191645,0.030323574,4.139190715,-6.35969036,healthy
3.351247,-3.024405,-0.106619176,0.850831083,0.857450206,-0.017755124,-0.085484977,3.908386724,-8.042176258,healthy
3.544288,-3.330253,-0.12158611,0.859811274,0.868330008,-0.042983245,0.054906207,4.081729258,-7.141687571,healthy
3.146848,-3.818731,-0.115544288,0.882376995,0.889873453,0.017503742,0.054649058,3.536287087,-7.701578911,healthy
3.251521,-3.316914,-0.110085217,0.882749123,0.889550354,-0.002514138,0.012264509,3.655241086,-8.080561376,healthy
3.471019,-3.578227,-0.11599381,0.866828074,0.874518644,-0.022182749,-0.020558024,3.969062324,-7.539356145,healthy
3.104455,-3.413182,-0.119384708,0.859050541,0.867271032,-0.001403414,-0.047892106,3.579567268,-7.264506899,healthy
2.987094,-4.005496,-0.116361734,0.859677527,0.867481363,0.005009748,0.043397305,3.443409999,-7.455039875,healthy
2.869771,-3.276994,-0.107943547,0.857052402,0.863787831,-0.015847302,0.00805707,3.32231006,-8.00221834,healthy
4.258688,-3.464928,-0.111779312,0.866617968,0.873761256,-0.0209677,0.081105297,4.873972121,-7.816842292,healthy
2.972426,-3.95599,-0.107408174,0.882870556,0.889343566,0.02478665,0.065094139,3.342269639,-8.28003621,healthy
2.888008,-3.272367,-0.117874251,0.853841716,0.861904439,-0.00694574,-0.017218779,3.35072877,-7.312067163,healthy
3.323141,-3.523392,-0.108191428,0.858182213,0.864939722,0.031919039,-0.040375777,3.842049237,-7.994530968,healthy
3.39871,-3.794132,-0.113900301,0.870400492,0.877785374,0.030795976,0.08412085,3.871914596,-7.706611508,healthy
3.027629,-2.964931,-0.105210851,0.859355744,0.865736725,-0.012102957,-0.06028697,3.497170575,-8.228587805,healthy
3.621765,-3.757916,-0.113404255,0.874309041,0.881596916,-0.016542088,0.087975217,4.108187011,-7.773931522,healthy
3.457237,-3.622257,-0.113214365,0.883931709,0.891115956,0.015745378,0.055173495,3.879671299,-7.871050279,healthy
3.195025,-3.828305,-0.111544827,0.881014916,0.888011739,-0.02775988,0.008264055,3.597953563,-7.961030192,healthy
3.33013,-3.23177,-0.118624942,0.885765293,0.893636755,0.003367448,-0.024544004,3.726491755,-7.533295629,healthy
3.501217,-3.854123,-0.116151143,0.88927915,0.896795737,-0.011102218,0.068912554,3.904140994,-7.720937706,healthy
3.095324,-3.623537,-0.104219325,0.864399592,0.870623947,0.023446314,-0.021444644,3.55529389,-8.353766931,healthy
2.762649,-3.455625,-0.116281704,0.870553762,0.87824947,-0.037578455,-0.060327465,3.145631275,-7.55277434,healthy
3.547069,-3.315117,-0.107680142,0.879477939,0.88600903,0.006970689,0.066093169,4.003423081,-8.228156216,healthy
3.275086,-3.523392,-0.123159047,0.865430314,0.874114046,0.000357457,0.080179822,3.746749082,-7.097440831,healthy
3.994396,-3.45421,-0.111281643,0.879338154,0.88631527,0.008019494,0.002980731,4.506743972,-7.964613454,healthy
3.766493,-3.423531,-0.110516042,0.876287651,0.883192988,-0.016075083,-0.004876582,4.264631912,-7.99153657,healthy
3.496504,-3.451379,-0.119314185,0.900554712,0.908387077,-0.00342901,0.018606784,3.84913446,-7.613403884,healthy
3.250315,-3.343174,-0.117550491,0.882451831,0.890210345,0.007686826,0.05037268,3.651176397,-7.573004078,healthy
3.241381,-3.207478,-0.1168737,0.864098552,0.871930931,0.008335186,0.00941151,3.7174745,-7.460454584,healthy
3.520784,-4.22102,-0.12007118,0.868763585,0.876985951,-0.010208915,0.014352081,4.014641279,-7.303883835,healthy
3.524697,-3.615686,-0.107819982,0.849584511,0.856363732,-0.019881295,0.075165475,4.115887758,-7.942532675,healthy
3.040538,-3.359615,-0.111432442,0.866019865,0.873123758,-0.018852318,-0.015018616,3.48236773,-7.835453868,healthy
3.823973,-3.221975,-0.118865245,0.875618559,0.883613555,0.035281275,-0.023636399,4.327653166,-7.433741933,healthy
3.061889,-3.30921,-0.12253417,0.880321302,0.888771983,-0.014490529,-0.091671931,3.445078219,-7.253258277,healthy
3.106706,-3.802094,-0.124205218,0.876610079,0.885329659,-0.059310311,0.032959523,3.509095136,-7.127958632,healthy
3.355037,-3.503051,-0.11775271,0.877938568,0.88576385,-0.03566815,0.02161925,3.787733039,-7.522237507,healthy
3.170155,-3.266238,-0.111784464,0.859696766,0.866898325,0.00127047,-0.069904693,3.656893674,-7.755087744,healthy
3.255151,-3.180565,-0.119631248,0.867678441,0.875843445,0.020246738,0.0155337,3.716590011,-7.321192892,healthy
